field_label,field_key,field_type,field_selection,field_limit,field_lovs,form,ddh_machine_name,microdata_library,mdlib_section,mdlib_field,mdlib_json_field,tid
Mode of Data Collection,modeDataColl,list,multiselect,80,Mail Questionnaire,Microdata,field_wbddh_mode_data_collection,,data collection,mode of data collection,codeBook/stdyDscr/method/dataColl/collMode,479
Mode of Data Collection,modeDataColl,list,multiselect,80,Other,Microdata,field_wbddh_mode_data_collection,,data collection,mode of data collection,codeBook/stdyDscr/method/dataColl/collMode,482
Last Updated,modified,,,,,Basic,wbddh_date_modified,,,,,
Data Collector(s) Name,nameDataColl,text,multiselect,,,Microdata,field_wbddh_data_collector,"Data Collector (s) Name, Abbreviation, Affiliation",data collection,data collectors,codeBook/stdyDscr/method/dataColl/dataCollector,
Notes on Data Collection,notesDataColl,text,,,,Microdata,field_wbddh_note_data_collection,,data collection,notes on data collection,codeBook/stdyDscr/method/dataColl/collSitu,
Other Acknowledgments Abbreviation,otherAck,text,,1000,,Microdata,,Other Acknowledgments Abbreviation,,,,
Other Acknowledgments Name,otherAckName,text,,1000,,Microdata,,Other Acknowledgments Name,producers and sponsors,other acknowledgements,codeBook/stdyDscr/citation/rspStmt/othId,
Other Acknowledgments Role,otherAckRole,text,,1000,,Microdata,,Other Acknowledgments Role,,,,
Other Forms of Data Appraisal,otherDataAppraisail,text,,,,Microdata,field_wbddh_other_forms_of_data,,data appraisal,other forms of data appraisal,codeBook/stdyDscr/method/anlyInfo/dataAppr,
Other Processing,otherProcess,text,,,,Microdata,field_wbddh_other_processing,Other Processing,data processing,other processing,codeBook/stdyDscr/method/notes,
Other Producer(s) Affiliation,otherProdAff,,,,,Microdata,,Other Producer(s) Affiliation,,,,
Other Producer(s) Name,otherProdName,text,,1000,,Microdata,,"Other Producer(s) Name, Affiliation, Role",,,,
Other Producer(s) Role,otherProdRole,,,,,Microdata,,Other Producer(s) Role,,,,
Parent Catalog ID,parentCatalogID,lookup,,40,,Basic,field_wbddh_parent_catalog_id,Reference ID,,,,
Primary Investigator Affiliation,primaryInvAff,,,,,Microdata,,Primary Investigator Affiliation,,,,
Primary Investigator Name,primaryInvName,text,,500,,Microdata,field_wbddh_primary_investigator,"Primary Investigator(s) Name, Affiliation",producers and sponsors,primary investigator,codeBook/stdyDscr/citation/rspStmt/AuthEnty,
WB Project ID,projectID,lookup,,20,,Basic,field_wbddh_project_id,,,,,
Publisher,publisher,text,,500,,Basic,field_wbddh_publisher_name,,producers and sponsors,Producers,codeBook/stdyDscr/citation/prodStmt/producer,
Publication Place,pubPlace,text,,500,,Microdata,field_wbddh_publication_place,,,,,
Questionnaires,questionnaire,text,,,,Microdata,field_wbddh_questionnaires,,data collection,questionnaires,codeBook/stdyDscr/method/dataColl/resInstru,
Published On,releaseDate,,,,,Basic,,,,,,
Response Rates,responseRate,text,,,,Microdata,field_wbbdh_response_rates,,sampling,response rate,codeBook/stdyDscr/method/anlyInfo/respRate,
,RUID,,,,,Basic,,,,,,
Sampling Procedure,sampProc,text,,,,Microdata,field_wbddh_sampling_procedure,,sampling,sampling procedure,codeBook/stdyDscr/method/dataColl/sampProc,
Keywords,searchTags,text,,,,Basic,,,,,,
Series Information,seriesInfo,text,,,,Microdata,field_wbddh_series_information,Series Information,,series information,codeBook/stdyDscr/citation/serStmt/serInfo,
Source Type: What is the source of the data?,source,list,multiselect,40,Academia,Basic,field_wbddh_source,,data collection,data sources,codeBook/stdyDscr/method/dataColl/sources/dataSrc,
Source Type: What is the source of the data?,source,list,multiselect,40,Civil Society,Basic,field_wbddh_source,,data collection,data sources,codeBook/stdyDscr/method/dataColl/sources/dataSrc,
Source Type: What is the source of the data?,source,list,multiselect,40,Government Agency,Basic,field_wbddh_source,,data collection,data sources,codeBook/stdyDscr/method/dataColl/sources/dataSrc,
Source Type: What is the source of the data?,source,list,multiselect,40,Other International Organization,Basic,field_wbddh_source,,data collection,data sources,codeBook/stdyDscr/method/dataColl/sources/dataSrc,
Source Type: What is the source of the data?,source,list,multiselect,40,Private Firms,Basic,field_wbddh_source,,data collection,data sources,codeBook/stdyDscr/method/dataColl/sources/dataSrc,
Source Type: What is the source of the data?,source,list,multiselect,40,Research and think tanks,Basic,field_wbddh_source,,data collection,data sources,codeBook/stdyDscr/method/dataColl/sources/dataSrc,
Source Type: What is the source of the data?,source,list,multiselect,40,World Bank Group,Basic,field_wbddh_source,,data collection,data sources,codeBook/stdyDscr/method/dataColl/sources/dataSrc,
Source,sourceDescription,text,,,,Basic,,,,,,
Date Range - From Date,startDate,date,multiselect,11,,Microdata,field_wbddh_start_date,,data collection,collection_dates,codeBook/stdyDscr/stdyInfo/sumDscr/collDate,
Status,status,list,,40,Complete,Microdata,status,,,,,393
Status,status,list,,40,Obsolete,Microdata,status,,,,,403
Status,status,list,,40,Ongoing,Microdata,status,,,,,390
Status,status,list,,40,Planned,Microdata,status,,,,,397
Status,status,list,,40,Required,Microdata,status,,,,,398
Status,status,list,,40,Under Development,Microdata,status,,,,,391
Study Type,studyType,list,,100,"1-2-3 Survey, phase 1",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"1-2-3 Survey, phase 2",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"1-2-3 Survey, phase 3",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"Administrative Records, Education",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"Administrative Records, Health",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"Administrative Records, Other",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Agricultural Census,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Agricultural Survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Child Labor Survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Comprehensive Food Security and Vulnerability Analysis,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Core Welfare Indicators Questionnaire,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Demographic and Health Survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"Demographic and Health Survey, Interim",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"Demographic and Health Survey, Round 1",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"Demographic and Health Survey, Round 2",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"Demographic and Health Survey, Round 3",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"Demographic and Health Survey, Round 4",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"Demographic and Health Survey, Round 5",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"Demographic and Health Survey, Special",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Enterprise Census,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Enterprise Survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Impact evaluation,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Income/Expenditure/Household Survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Independent Performance Evaluation,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Informal Sector Survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Integrated Survey (non-LSMS),Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Labor Force Survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Living Standards Measurement Study,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Macroeconomic indicators,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Multiple Indicator Cluster Survey - Round 1,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Multiple Indicator Cluster Survey - Round 2,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Multiple Indicator Cluster Survey - Round 3,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Multiple Indicator Cluster Survey - Round 4,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Opinion survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Other Household Health Survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Other Household Survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Population and Housing Census,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Price Survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Priority Survey [hh/ps],Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Public Expenditure Tracking Survey (PETS),Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Quantitative Service Delivery Survey/Service Delivery Indicators,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"Sample Frame, Enterprises",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,"Sample Frame, Households",Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Service Provision Assessments,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Socio-Economic/Monitoring Survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,Statistical Info. & Monitoring Prog,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,World Fertility Survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Study Type,studyType,list,,100,World Health Survey,Microdata,field_wbddh_study_type,Study Type,identification,study type,codeBook/stdyDscr/citation/serStmt/serName,
Is this dataset a subscription?,subscription,radio,,,No,Basic,field_wbddh_subscription,,,,,
Is this dataset a subscription?,subscription,radio,,,Yes,Basic,field_wbddh_subscription,,,,,
Subtitle,subtitle,text,,2000,,Microdata,field_wbddh_subtitle,Subtitle,identification,subtitle,codeBook/stdyDscr/citation/titlStmt/subTitl,
Supervision,supervision,text,,,,Microdata,field_wbddh_supervision,Supervision,data collection,supervision,codeBook/stdyDscr/method/dataColl/actMin,
Terms of use,termsofUse,list,,,Data from External Repositories,Basic,group_terms_of_use,,,,,438
Terms of use,termsofUse,list,,,Direct Access,Basic,group_terms_of_use,,,,,435
Terms of use,termsofUse,list,,,Enclave,Basic,group_terms_of_use,,,,,440
Terms of use,termsofUse,list,,,Esri Credits,Basic,group_terms_of_use,,,,,442
Terms of use,termsofUse,list,,,Licensed Data Files,Basic,group_terms_of_use,,,,,437
Terms of use,termsofUse,list,,,No Access,Basic,group_terms_of_use,,,,,439
Terms of use,termsofUse,list,,,Open Data Access,Basic,group_terms_of_use,,,,,434
Terms of use,termsofUse,list,,,Public Use,Basic,group_terms_of_use,,,,,436
Terms of use,termsofUse,list,,,Restricted Data,Basic,group_terms_of_use,,,,,441
Terms of use,termsofUse,list,,,Terms of Use Not Specified,Basic,group_terms_of_use,,,,,876
Time Period Cycle,timeperiodCycle,,,,,Basic,,,,,,
Time Period End Date,timeperiodEnddate,,,,,Basic,,,,,,
Time Periods,timePeriods,date,,,,Microdata,field_wbddh_time_periods,Cycle,data collection,time periods,,
Time Period Start Date,timeperiodStartdate,,,,,Basic,,,,,,
Title,title,text,,150-255,,Basic,title,,identification,title,codeBook/stdyDscr/citation/titlStmt/titl,
Topics,topic,lookup,multiselect,,Agriculture and Food Security,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Climate Change,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Economic Growth,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Education,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Energy and Extractives,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Environment and Natural Resources,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Financial Sector Development,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,"Fragility, Conflict and Violence",Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Gender,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,"Health, Nutrition and Population",Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Information and Communication Technologies,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Jobs,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Macroeconomic and Structural Policies,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Macroeconomic Vulnerability and Debt,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Poverty,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Private Sector Development,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Public-Private Partnerships,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Public Sector Management,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Social Development,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Social Protection and Labor,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Trade,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Transport,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Urban Development,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Topics,topic,lookup,multiselect,,Water,Basic,field_topic,,scope,topic,codeBook/stdyDscr/stdyInfo/subject/topcClas,
Translated Title,transTitle,text,,255,,Basic,field_wbddh_dstranslated_title,,identification,translated title,codeBook/stdyDscr/citation/titlStmt/parTitl,
Are you the TTL responsible for this dataset?,ttl,radio,,,No,Basic,field_wbddh_responsible,,,,,
Are you the TTL responsible for this dataset?,ttl,radio,,,Yes,Basic,field_wbddh_responsible,,,,,
TTL Email,ttlEmail,lookup,,255,,Basic,,,,,,
TTL Name,ttlName,lookup,,255,,Basic,,,,,,
TTL Title,ttlTitle,lookup,,255,,Basic,,,,,,
TTL Unit,ttlUnit,display,,,,Basic,,,,,,
TTL Name(s) TTL UPI,ttlUPI,lookup,,,,Basic,field_wbddh_ttl_upi,,,,,
,UID,,,,,Basic,,,,,,
Unit of Analysis,unitAnalysis,text,,140,,Microdata,field_wbddh_unit_of_analysis,Unit of Analysis,overview,unit of analysis,codeBook/stdyDscr/stdyInfo/sumDscr/anlyUnit,
Universe,universe,text,,500,,Microdata,field_wbddh_universe,Universe,coverage,universe,codeBook/stdyDscr/stdyInfo/sumDscr/universe,
Upload a File,upload,upload,multiselect,,,Basic,,,,,,
Email,uploaderEmail,lookup,,255,,Basic,field_wbddh_uploader,,,,,
Name,uploaderName,lookup,,,,Basic,field_wbddh_uploader,,,,,
Title,uploaderTitle,lookup,,,,Basic,field_wbddh_uploader,,,,,
Unit,uploaderUnit,lookup,,,,Basic,field_wbddh_uploader,,,,,
UPI,uploaderUPI,lookup,,15,,Basic,field_wbddh_uploader,,,,,
Version Description,verDescript,text,,1000,,Microdata,field_wbddh_version_description,,version,version,codeBook/stdyDscr/citation/verStmt/version,
Version Notes,verNotes,text,,1000,,Microdata,field_wbddh_version_notes,,version,version_notes,codeBook/stdyDscr/citation/verStmt/notes,
Version Production Date,verProdDate,date,,20,,Microdata,field_wbddh_version_date,,version,version_date,codeBook/stdyDscr/citation/verStmt/version/@date,
Weighting,weighting,text,,,,Microdata,field_wbddh_weighting,,sampling,weighting,codeBook/stdyDscr/method/dataColl/weight,
Harvest Source,harvest_source,list,,,Finances,Basic,field_ddh_harvest_src,,,,,1189
Harvest Source,harvest_source,list,,,Energy Info,Basic,field_ddh_harvest_src,,,,,1188
Harvest Source,harvest_source,list,,,Microdata,Basic,field_ddh_harvest_src,,,,,1190
,econCoverage,,,,,,,,,,,
