field_label,field_key,field_type,field_selection,field_limit,field_lovs,form,ddh_machine_name,microdata_library,mdlib_section,mdlib_field,mdlib_json_field,tid
Country,geographicalCoverage,lookup,multiselect,,Japan,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,144
Country,geographicalCoverage,lookup,multiselect,,Malawi,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,167
Country,geographicalCoverage,lookup,multiselect,,Algeria,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,37
Country,geographicalCoverage,lookup,multiselect,,Cyprus,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,91
Country,geographicalCoverage,lookup,multiselect,,Grenada,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,120
Country,geographicalCoverage,lookup,multiselect,,Kiribati,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,149
Country,geographicalCoverage,lookup,multiselect,,Mali,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,170
Country,geographicalCoverage,lookup,multiselect,,Bahrain,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,51
Country,geographicalCoverage,lookup,multiselect,,Czech Republic,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,92
Country,geographicalCoverage,lookup,multiselect,,Guatemala,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,123
Country,geographicalCoverage,lookup,multiselect,,"Korea, Dem. People's Rep.",Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,
Country,geographicalCoverage,lookup,multiselect,,Rwanda,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,218
Country,geographicalCoverage,lookup,multiselect,,Denmark,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,93
Country,geographicalCoverage,lookup,multiselect,,"Egypt, Arab Rep.",Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,98
Country,geographicalCoverage,lookup,multiselect,,"Korea, Rep.",Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,151
Country,geographicalCoverage,lookup,multiselect,,Montserrat,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,184
Country,geographicalCoverage,lookup,multiselect,,São Tomé and Principe,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,226
Country,geographicalCoverage,lookup,multiselect,,Djibouti,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,94
Country,geographicalCoverage,lookup,multiselect,,Estonia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,102
Country,geographicalCoverage,lookup,multiselect,,Lao PDR,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,155
Country,geographicalCoverage,lookup,multiselect,,Tanzania,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,251
Country,geographicalCoverage,lookup,multiselect,,Virgin Islands (U.S.),Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,870
Country,geographicalCoverage,lookup,multiselect,,Faroe Islands,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,105
Country,geographicalCoverage,lookup,multiselect,,"Macao SAR, China",Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,164
Country,geographicalCoverage,lookup,multiselect,,Netherlands Antilles,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,192
Country,geographicalCoverage,lookup,multiselect,,Saudi Arabia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,227
Country,geographicalCoverage,lookup,multiselect,,Swaziland,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,245
Country,geographicalCoverage,lookup,multiselect,,Finland,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,107
Country,geographicalCoverage,lookup,multiselect,,Malaysia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,168
Country,geographicalCoverage,lookup,multiselect,,Sint Maarten (Dutch part),Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,868
Country,geographicalCoverage,lookup,multiselect,,Syrian Arab Republic,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,248
Country,geographicalCoverage,lookup,multiselect,,Togo,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,254
Country,geographicalCoverage,lookup,multiselect,,France,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,108
Country,geographicalCoverage,lookup,multiselect,,Marshall Islands,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,172
Country,geographicalCoverage,lookup,multiselect,,St. Kitts and Nevis,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,220
Country,geographicalCoverage,lookup,multiselect,,Uganda,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,263
Country,geographicalCoverage,lookup,multiselect,,West Bank and Gaza,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,276
Country,geographicalCoverage,lookup,multiselect,,Georgia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,114
Country,geographicalCoverage,lookup,multiselect,,"Micronesia, Fed. Sts.",Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,178
Country,geographicalCoverage,lookup,multiselect,,St. Lucia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,221
Country,geographicalCoverage,lookup,multiselect,,United Arab Emirates,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,265
Country,geographicalCoverage,lookup,multiselect,,Zambia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,279
Country,geographicalCoverage,lookup,multiselect,,Germany,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,115
Country,geographicalCoverage,lookup,multiselect,,Mongolia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,182
Country,geographicalCoverage,lookup,multiselect,,St. Vincent and the Grenadines,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,223
Country,geographicalCoverage,lookup,multiselect,,Sudan,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,242
Country,geographicalCoverage,lookup,multiselect,,Tunisia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,258
Country,geographicalCoverage,lookup,multiselect,,Gibraltar,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,117
Country,geographicalCoverage,lookup,multiselect,,Myanmar,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,187
Country,geographicalCoverage,lookup,multiselect,,South Sudan,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,34
Country,geographicalCoverage,lookup,multiselect,,Suriname,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,243
Country,geographicalCoverage,lookup,multiselect,,"Yemen, Rep.",Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,278
Country,geographicalCoverage,lookup,multiselect,,Greece,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,118
Country,geographicalCoverage,lookup,multiselect,,Nauru,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,189
Country,geographicalCoverage,lookup,multiselect,,Puerto Rico,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,213
Country,geographicalCoverage,lookup,multiselect,,Seychelles,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,230
Country,geographicalCoverage,lookup,multiselect,,Greenland,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,119
Country,geographicalCoverage,lookup,multiselect,,New Caledonia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,193
Country,geographicalCoverage,lookup,multiselect,,Peru,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,208
Country,geographicalCoverage,lookup,multiselect,,Senegal,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,228
Country,geographicalCoverage,lookup,multiselect,,Hungary,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,133
Country,geographicalCoverage,lookup,multiselect,,New Zealand,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,194
Country,geographicalCoverage,lookup,multiselect,,Nicaragua,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,195
Country,geographicalCoverage,lookup,multiselect,,Sierra Leone,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,231
Country,geographicalCoverage,lookup,multiselect,,Iceland,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,134
Country,geographicalCoverage,lookup,multiselect,,Northern Mariana Islands,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,200
Country,geographicalCoverage,lookup,multiselect,,Panama,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,205
Country,geographicalCoverage,lookup,multiselect,,Somalia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,236
Country,geographicalCoverage,lookup,multiselect,,Ireland,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,139
Country,geographicalCoverage,lookup,multiselect,,Palau,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,204
Country,geographicalCoverage,lookup,multiselect,,Paraguay,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,207
Country,geographicalCoverage,lookup,multiselect,,South Africa,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,237
Country,geographicalCoverage,lookup,multiselect,,Barbados,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,53
Country,geographicalCoverage,lookup,multiselect,,Isle of Man,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,140
Country,geographicalCoverage,lookup,multiselect,,Kenya,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,148
Country,geographicalCoverage,lookup,multiselect,,Papua New Guinea,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,206
Country,geographicalCoverage,lookup,multiselect,,Belize,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,56
Country,geographicalCoverage,lookup,multiselect,,Guinea-Bissau,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,126
Country,geographicalCoverage,lookup,multiselect,,Italy,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,142
Country,geographicalCoverage,lookup,multiselect,,Philippines,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,209
Country,geographicalCoverage,lookup,multiselect,,Bolivia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,60
Country,geographicalCoverage,lookup,multiselect,,Burkina Faso,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,68
Country,geographicalCoverage,lookup,multiselect,,Kazakhstan,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,147
Country,geographicalCoverage,lookup,multiselect,,Samoa,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,224
Country,geographicalCoverage,lookup,multiselect,,Botswana,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,62
Country,geographicalCoverage,lookup,multiselect,,Brazil,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,64
Country,geographicalCoverage,lookup,multiselect,,Kosovo,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,152
Country,geographicalCoverage,lookup,multiselect,,Singapore,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,232
Country,geographicalCoverage,lookup,multiselect,,"Bahamas, The",Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,50
Country,geographicalCoverage,lookup,multiselect,,Burundi,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,69
Country,geographicalCoverage,lookup,multiselect,,Kyrgyz Republic,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,154
Country,geographicalCoverage,lookup,multiselect,,Solomon Islands,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,235
Country,geographicalCoverage,lookup,multiselect,,Aruba,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,46
Country,geographicalCoverage,lookup,multiselect,,Cabo Verde,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,70
Country,geographicalCoverage,lookup,multiselect,,Latvia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,156
Country,geographicalCoverage,lookup,multiselect,,"Taiwan, China",Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,249
Country,geographicalCoverage,lookup,multiselect,,Cameroon,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,72
Country,geographicalCoverage,lookup,multiselect,,Liechtenstein,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,161
Country,geographicalCoverage,lookup,multiselect,,St. Martin (French part),Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,869
Country,geographicalCoverage,lookup,multiselect,,Thailand,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,252
Country,geographicalCoverage,lookup,multiselect,,Antigua and Barbuda,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,43
Country,geographicalCoverage,lookup,multiselect,,Benin,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,57
Country,geographicalCoverage,lookup,multiselect,,Lithuania,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,162
Country,geographicalCoverage,lookup,multiselect,,Timor-Leste,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,253
Country,geographicalCoverage,lookup,multiselect,,Angola,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,40
Country,geographicalCoverage,lookup,multiselect,,Argentina,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,44
Country,geographicalCoverage,lookup,multiselect,,Luxembourg,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,163
Country,geographicalCoverage,lookup,multiselect,,Tonga,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,256
Country,geographicalCoverage,lookup,multiselect,,Cayman Islands,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,74
Country,geographicalCoverage,lookup,multiselect,,Central African Republic,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,75
Country,geographicalCoverage,lookup,multiselect,,"Macedonia, FYR",Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,165
Country,geographicalCoverage,lookup,multiselect,,Tuvalu,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,262
Country,geographicalCoverage,lookup,multiselect,,Chad,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,76
Country,geographicalCoverage,lookup,multiselect,,Chile,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,77
Country,geographicalCoverage,lookup,multiselect,,Moldova,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,180
Country,geographicalCoverage,lookup,multiselect,,Vanuatu,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,270
Country,geographicalCoverage,lookup,multiselect,,Dominican Republic,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,96
Country,geographicalCoverage,lookup,multiselect,,Gabon,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,112
Country,geographicalCoverage,lookup,multiselect,,Monaco,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,181
Country,geographicalCoverage,lookup,multiselect,,Vietnam,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,272
Country,geographicalCoverage,lookup,multiselect,,Ecuador,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,97
Country,geographicalCoverage,lookup,multiselect,,Ethiopia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,103
Country,geographicalCoverage,lookup,multiselect,,Montenegro,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,183
Country,geographicalCoverage,lookup,multiselect,,El Salvador,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,99
Country,geographicalCoverage,lookup,multiselect,,"Gambia, The",Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,113
Country,geographicalCoverage,lookup,multiselect,,Netherlands,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,191
Country,geographicalCoverage,lookup,multiselect,,Dominica,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,95
Country,geographicalCoverage,lookup,multiselect,,Ghana,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,116
Country,geographicalCoverage,lookup,multiselect,,Norway,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,201
Country,geographicalCoverage,lookup,multiselect,,Curaçao,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,33
Country,geographicalCoverage,lookup,multiselect,,Guinea,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,125
Country,geographicalCoverage,lookup,multiselect,,Poland,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,211
Country,geographicalCoverage,lookup,multiselect,,Colombia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,81
Country,geographicalCoverage,lookup,multiselect,,Eritrea,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,101
Country,geographicalCoverage,lookup,multiselect,,Portugal,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,212
Country,geographicalCoverage,lookup,multiselect,,Costa Rica,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,87
Country,geographicalCoverage,lookup,multiselect,,Equatorial Guinea,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,100
Country,geographicalCoverage,lookup,multiselect,,Romania,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,216
Country,geographicalCoverage,lookup,multiselect,,Comoros,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,83
Country,geographicalCoverage,lookup,multiselect,,Cuba,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,90
Country,geographicalCoverage,lookup,multiselect,,Russian Federation,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,217
Country,geographicalCoverage,lookup,multiselect,,"Congo, Dem. Rep.",Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,84
Country,geographicalCoverage,lookup,multiselect,,San Marino,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,225
Country,geographicalCoverage,lookup,multiselect,,"Congo, Rep.",Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,85
Country,geographicalCoverage,lookup,multiselect,,Serbia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,229
Country,geographicalCoverage,lookup,multiselect,,Côte d'Ivoire,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,
Country,geographicalCoverage,lookup,multiselect,,Slovak Republic,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,233
Country,geographicalCoverage,lookup,multiselect,,Slovenia,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,234
Country,geographicalCoverage,lookup,multiselect,,Zimbabwe,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,280
Country,geographicalCoverage,lookup,multiselect,,Spain,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,239
Country,geographicalCoverage,lookup,multiselect,,Sweden,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,246
Country,geographicalCoverage,lookup,multiselect,,Switzerland,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,247
Country,geographicalCoverage,lookup,multiselect,,Tajikistan,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,250
