field_label,pretty_name,field_key,field_type,field_selection,field_limit,field_lovs,form,ddh_machine_name,microdata_library,geo_catalog,open_data_catalog,to_check,comment
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Mauritius,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Mexico,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,"Micronesia, Fed. Sts.",Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Middle East and North Africa,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Moldova,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Monaco,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Mongolia,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Montenegro,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Montserrat,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Morocco,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Mozambique,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Myanmar,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Namibia,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Nauru,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Nepal,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Netherlands,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Netherlands Antilles,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,New Caledonia,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,New Zealand,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Nicaragua,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Niger,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Nigeria,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,North America,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Northern Mariana Islands,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Norway,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Oman,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Pakistan,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Palau,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Panama,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Papua New Guinea,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Paraguay,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Peru,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Philippines,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Poland,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Portugal,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Puerto Rico,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Qatar,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Region/Country not specified,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Reunion,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Romania,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Russian Federation,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Rwanda,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Samoa,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,San Marino,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,São Tomé and Principe,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Saudi Arabia,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Senegal,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Serbia,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Seychelles,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Sierra Leone,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Singapore,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Sint Maarten (Dutch part),Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Slovak Republic,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Slovenia,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Solomon Islands,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Somalia,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,South Africa,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,South Asia,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,South Sudan,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Spain,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Sri Lanka,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,St. Kitts and Nevis,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,St. Lucia,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,St. Martin (French part),Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,St. Vincent and the Grenadines,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Sub-Saharan Africa,Basic,field_wbddh_country,,,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Sub-Saharan Africa,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Sudan,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Suriname,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Swaziland,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Sweden,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Switzerland,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Syrian Arab Republic,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,"Taiwan, China",Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Tajikistan,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Tanzania,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Thailand,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Timor-Leste,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Togo,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Tonga,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Trinidad and Tobago,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Tunisia,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Turkey,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Turkmenistan,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Turks and Caicos Islands,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Tuvalu,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Uganda,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Ukraine,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,United Arab Emirates,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,United Kingdom,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,United States,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Uruguay,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Uzbekistan,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Vanuatu,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,"Venezuela, RB",Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Vietnam,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Virgin Islands (U.S.),Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,West Bank and Gaza,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,World,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,"Yemen, Rep.",Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Zambia,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Country,geographical_coverage,geographicalCoverage,lookup,multiselect,,Zimbabwe,Basic,field_wbddh_country,"Geographic Coverage, Country",Location,,,
Economy Coverage,economy_coverage,econCoverage,text,multiselect,,High Income,Time series,field_wbddh_coverage,,,,,
Economy Coverage,economy_coverage,econCoverage,text,multiselect,,Blend,Time series,field_wbddh_coverage,,,,,
Economy Coverage,economy_coverage,econCoverage,text,multiselect,,IBRD,Time series,field_wbddh_coverage,,,,,
Economy Coverage,economy_coverage,econCoverage,text,multiselect,,IDA,Time series,field_wbddh_coverage,,,,,
Economy Coverage,economy_coverage,econCoverage,text,multiselect,,Low Income,Time series,field_wbddh_coverage,,,,,
Economy Coverage,economy_coverage,econCoverage,text,multiselect,,Lower Middle Income,Time series,field_wbddh_coverage,,,,,
Economy Coverage,economy_coverage,econCoverage,text,multiselect,,Upper Middle Income,Time series,field_wbddh_coverage,,,,,
Economy Coverage,economy_coverage,econCoverage,text,multiselect,,Economy Coverage not Specified,Time series,field_wbddh_coverage,,,,,
Data Classification,data_classification,dataClassification,list,,40,Confidential,Basic,field_wbddh_data_class,,,,,
Data Classification,data_classification,dataClassification,list,,40,Not Specified,Basic,field_wbddh_data_class,,,,,
Data Classification,data_classification,dataClassification,list,,40,Official Use Only,Basic,field_wbddh_data_class,,,,,
Data Classification,data_classification,dataClassification,list,,40,Public,Basic,field_wbddh_data_class,,,,,
Data Classification,data_classification,dataClassification,list,,40,Strictly Confidential,Basic,field_wbddh_data_class,,,,,
Data Classification of Resource of Dataset,data_classification_of_resource_of_dataset,fileuplaoddataClassification,list,,,Confidential,Basic,field_wbddh_data_class,,,,,
Data Classification of Resource of Dataset,data_classification_of_resource_of_dataset,fileuplaoddataClassification,list,,,Official Use Only,Basic,field_wbddh_data_class,,,,,
Data Classification of Resource of Dataset,data_classification_of_resource_of_dataset,fileuplaoddataClassification,list,,,Public,Basic,field_wbddh_data_class,,,,,
Data Classification of Resource of Dataset,data_classification_of_resource_of_dataset,fileuplaoddataClassification,list,,,Strictly Confidential,Basic,field_wbddh_data_class,,,,,
Data Collector(s) Name,data_collector_s_name,nameDataColl,text,multiselect,,,Microdata,field_wbddh_data_collector,"Data Collector (s) Name, Abbreviation, Affiliation",,,,
Dates of Data Collection,dates_of_data_collection,datesDataColl,date,,,,Microdata,field_wbddh_data_dates,"Start, End",,,,
Data Editing,data_editing,dataEdit,text,,,,Microdata,field_wbddh_data_editing,Data Editing,,,,
Data Notes,data_notes,dataNotes,text,,200,,Basic,field_wbddh_data_notes,,,DataNotes,,
Data Type,type,dataType,list,,50,Geospatial,Basic,field_wbddh_data_type,,,Type,,
Data Type,type,dataType,list,,50,Microdata,Basic,field_wbddh_data_type,,,Type,,
Data Type,type,dataType,list,,50,Other,Basic,field_wbddh_data_type,,,Type,,
Data Type,type,dataType,list,,50,Time Series,Basic,field_wbddh_data_type,,,Type,,
Deviations from Sample Design,deviations_from_sample_design,devSampleDesign,text,,,,Microdata,field_wbddh_deviations_sample,,,,,
Disclaimer,disclaimer,disclaimer,text,,,,Basic,field_wbddh_disclaimer,Disclaimer,,,,
Disclosure Risk,disclosure_risk,disclosureRisk,text,,,,Basic,field_wbddh_disclosure_risk,Dislosure Risk,,,,
Document Type,document_type,fileuploadDocumentType,list,,,CSV,Basic,field_wbddh_document_type,,,Download Format,check,
Document Type,document_type,fileuploadDocumentType,list,,,DOC,Basic,field_wbddh_document_type,,,Download Format,check,
Document Type,document_type,fileuploadDocumentType,list,,,Other,Basic,field_wbddh_document_type,,,Download Format,check,
Document Type,document_type,fileuploadDocumentType,list,,,PDF,Basic,field_wbddh_document_type,,,Download Format,check,
Document Type,document_type,fileuploadDocumentType,list,,,PPT,Basic,field_wbddh_document_type,,,Download Format,check,
Document Type,document_type,fileuploadDocumentType,list,,,XLS,Basic,field_wbddh_document_type,,,Download Format,check,
Document Type,document_type,fileuploadDocumentType,list,,,ZIP,Basic,field_wbddh_document_type,,,Download Format,check,
Translated Title,translated_title,transTitle,text,,255,,Basic,field_wbddh_dstranslated_title,,,,,
East Bounding Coordinate,east_bounding_coordinate,eastCoord,number,,,,Geospatial,field_wbddh_east_bounding_coord,,East Bounding Coordinate,,,
Is there an embargo date for this dataset?,is_there_an_embargo_date_for_this_dataset_,embargo,y/n,,,,Basic,field_wbddh_embargo,,,,,
Embargo Comments,embargo_comments,embargoNotes,text,,255,,Basic,field_wbddh_embargo_comments,,,,,
Embargo Date,embargo_date,embargoDate,text,,11,,Basic,field_wbddh_embargo_date,,,,,
Date Range - To Date,date_range_-_to_date,endDate,date,multiselect,11,,Time series,field_wbddh_end_date,,,End Date,,
Date Range - To Date,date_range_-_to_date,endDate,date,multiselect,11,,Microdata,field_wbddh_end_date,,,End Date,,
Estimates of Sampling Error,estimates_of_sampling_error,estSampleError,text,,,,Microdata,field_wbddh_estimate_sampling,,,,,
Metadata file identifier (O),metadata_file_identifier_o_,metadataFileID,text,,,,Microdata,field_wbddh_file_identifier,Metadata file,,,,
Funding Name,funding_name,fundingName,text,,1000,,Microdata,field_wbddh_funding_name,Funding Name,,,check,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Agriculture,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Climate Change,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Education,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Energy & Extractives,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Environment & Natural Resources,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Finance & Markets,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,"Fragility, Conflict & Violence",Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Gender,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Governance,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,"Health, Nutrition & Population",Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Jobs,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Macroeconomics & Fiscal Management,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Poverty & Equity,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Public-Private Partnerships,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Social Protection & Labor,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,"Social, Urban, Rural & Resilience",Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Trade & Competitiveness,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Transport & ICT,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Global Practices,global_practices,globalPractice,lookup,multiselect,,Water,Basic,field_wbddh_gps_ccsas,,,"VPU, Dept",,
Kind of Data,kind_of_data,kindData,list,,80,Administrative records data,Microdata,field_wbddh_kind_of_data,Kind of Data,,,,
Kind of Data,kind_of_data,kindData,list,,80,Aggregate data,Microdata,field_wbddh_kind_of_data,Kind of Data,,,,
Kind of Data,kind_of_data,kindData,list,,80,Census/enumeration data,Microdata,field_wbddh_kind_of_data,Kind of Data,,,,
Kind of Data,kind_of_data,kindData,list,,80,Clinical data,Microdata,field_wbddh_kind_of_data,Kind of Data,,,,
Kind of Data,kind_of_data,kindData,list,,80,Event/transaction data,Microdata,field_wbddh_kind_of_data,Kind of Data,,,,
Kind of Data,kind_of_data,kindData,list,,80,Geospatial data,Microdata,field_wbddh_kind_of_data,Kind of Data,,,,
Kind of Data,kind_of_data,kindData,list,,80,Observation data/ratings,Microdata,field_wbddh_kind_of_data,Kind of Data,,,,
Kind of Data,kind_of_data,kindData,list,,80,Process-produced data,Microdata,field_wbddh_kind_of_data,Kind of Data,,,,
Kind of Data,kind_of_data,kindData,list,,80,Sample survey data,Microdata,field_wbddh_kind_of_data,Kind of Data,,,,
Kind of Data,kind_of_data,kindData,list,,80,Time budget diaries,Microdata,field_wbddh_kind_of_data,Kind of Data,,,,
Kind of Data,kind_of_data,kindData,list,,80,Time series data,Microdata,field_wbddh_kind_of_data,Kind of Data,,,,
Kind of Data,kind_of_data,kindData,list,,80,Kind of Data not specified,Microdata,field_wbddh_kind_of_data,Kind of Data,,,,
Languages Supported,languages_supported,language,list,multiselect,40,Arabic,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Abkhaz,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Afar,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Afrikaans,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Akan,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Amharic,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Aragonese,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Armenian,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Assamese,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Avaric,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Avestan,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Aymara,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Azerbaijani,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Bahasa Indonesia (Indonesian),Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Bambara,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Bashkir,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Basque,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Belarusian,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Bengali,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Bihari,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Bislama,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Bosnian,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Breton,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Bulgarian,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Burmese,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Catalan,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Chamorro,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Chechen,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Chichewa,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Chinese,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Church Slavic,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Chuvash,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Cornish,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Corsican,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Cree,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Croatian,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Czech,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Danish,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
Languages Supported,languages_supported,language,list,multiselect,40,Divehi,Basic,field_wbddh_languages_supported,,Langauge,Languages Supported,,
